Lat,Lon
41.46,-123.17
41.46,-123.13
41.46,-123.09
41.46,-123.05
41.46,-123.01
41.46,-122.97
41.46,-122.93
41.46,-122.89
41.46,-122.85
41.46,-122.81
41.46,-122.77
41.46,-122.73
41.46,-122.69
41.46,-122.65
41.46,-122.61
41.46,-122.57
41.46,-122.53
41.46,-122.49
41.46,-122.45
41.46,-122.41
41.46,-122.37
41.46,-122.33
41.46,-122.29
41.46,-122.25
41.46,-122.21
41.46,-122.17
41.46,-122.13
41.46,-122.09
41.46,-122.05
41.46,-122.01
41.46,-121.97
41.46,-121.93
41.46,-121.89
41.46,-121.85
41.46,-121.81
41.46,-121.77
41.46,-121.73
41.46,-121.69
41.46,-121.65
41.46,-121.61
41.46,-121.57
41.46,-121.53
41.46,-121.49
41.46,-121.45
41.46,-121.41
41.46,-121.37
41.46,-121.33
41.46,-121.29
41.46,-121.25
41.46,-121.21
41.46,-121.17
41.46,-121.13
41.46,-121.09
41.46,-121.05
41.46,-121.01
41.46,-120.97
41.46,-120.93
41.46,-120.89
41.46,-120.85
41.46,-120.81
41.46,-120.77
41.46,-120.73
41.46,-120.69
41.46,-120.65
41.46,-120.61
41.46,-120.57
41.46,-120.53
41.46,-120.49
41.46,-120.45
41.46,-120.41
41.46,-120.37
41.46,-120.33
41.46,-120.29
41.46,-120.25
41.46,-120.21
41.46,-120.17
41.46,-120.13
41.46,-120.09
41.46,-120.05
41.46,-120.01
41.42,-124.05
41.42,-124.01
41.42,-123.97
41.42,-123.93
41.42,-123.89
41.42,-123.85
41.42,-123.81
41.42,-123.77
41.42,-123.73
41.42,-123.69
41.42,-123.65
41.42,-123.61
41.42,-123.57
41.42,-123.53
41.42,-123.49
41.42,-123.45
41.42,-123.41
41.42,-123.37
41.42,-123.33
41.42,-123.29
41.42,-123.25
41.42,-123.21
41.42,-123.17
41.42,-123.13
41.42,-123.09
41.42,-123.05
41.42,-123.01
41.42,-122.97
41.42,-122.93
41.42,-122.89
41.42,-122.85
41.42,-122.81
